docid	credibility_score_bert
44f906a1-f818-4d48-a3fb-1673ebdeff13	0.004992008209228516
334ed241-6337-41ce-884c-2755648e14ea	0.004396677017211914
391b9de2-26dc-4187-b7ea-461153352e12	0.007133364677429199
461b6eb2-2b79-4fec-bf6b-63e302a093d9	0.007133364677429199
4e151d9e-a3fc-4e21-b5db-7b8ad4ea9d23	0.004554629325866699
6046d2f6-7dae-4f81-a024-3c1e7f75a205	0.005264461040496826
75a67ad2-5d9b-4264-9add-0c924a04fca7	0.0037720203399658203
95d39539-8119-4ce7-8e62-e4ebbf1d3a53	0.004902184009552002
d16874bc-9c85-496e-beb8-4bdad423d53e	0.005832552909851074
4bc7e5d6-46e0-41d3-9728-18f6c1682e14	0.0053102970123291016
2703f0f5-8f04-4032-acd2-e5f737777963	0.004902184009552002
90cbe65d-040c-40eb-a458-e89ec697cee1	0.004884123802185059
833dc2f9-83a7-438d-870a-f773c932e724	0.004679858684539795
48a5aa90-3d86-40df-8d87-0f0d4937cfde	0.0022273659706115723
17a9cf97-959e-4b06-b927-e6e17d363ffb	0.0022273659706115723
452fee16-7587-4f9d-8fb3-d20ba1cd42fe	0.004585981369018555
a52c53b8-c478-45bf-bec8-b228011a3c95	0.0022273659706115723
abe38647-7f81-425b-8c4e-49b22d2adef6	0.0022273659706115723
df90fa06-94f5-438a-9982-035e4f0a955c	0.0022273659706115723
94d13141-fe0f-40e6-9140-896d05e5a692	0.004380762577056885
9011f2b2-de25-4f1e-9e31-353b588901bc	0.0031662583351135254
b0d6247a-f3cd-4d60-bd97-83e44259abff	0.0025147199630737305
85fe09ec-1892-46d2-b1e1-2f639e128472	0.002062678337097168
ee45a228-33fa-4cd6-ac94-e761a6046188	0.0014805197715759277
88a9abe7-e6c7-412c-b3f5-e0b5be2e5389	0.001475512981414795
1ab56a91-f0fa-4626-9ce1-0b9c7ede7e3f	0.0015500783920288086
1b7faab4-f0f7-458d-89c6-0bc8407b6202	0.01879984140396118
3a523d2b-89d1-4dfc-8b38-ac5621bb8ffa	0.010142266750335693
cd0dbfd4-fc67-4f6b-95af-71bbf893db0d	0.01824784278869629
7264f938-81ef-4945-836e-77dd79b79fc4	0.005682647228240967
c056f7b0-878a-4750-9a84-0e19f9225112	0.015920817852020264
c5dfc251-8867-4e83-86f0-694ea96743b5	0.017408251762390137
16563463-5768-403f-8d17-0def43ed5015	0.01813960075378418
2c4cc5fb-2c50-4ef4-bf60-a0ce988dde64	0.015981197357177734
6d44efe0-1742-4ec0-acdb-f7e6a6f683b6	0.5788382887840271
c0fce326-5b8d-4fe3-8159-52fba6a0971c	0.017724156379699707
381decdd-e710-4a1e-8ede-157233aa4971	0.015920817852020264
53ed2552-5b36-4a68-8820-5c3604840d35	0.016026198863983154
f0a97272-e575-47ed-b649-5c91f01d5d7b	0.015516102313995361
bef578e4-daaa-46df-baad-89bc2af6895a	0.1291491985321045
2373beed-1f83-4cbb-9d40-07234dc46a4a	0.26982927322387695
14bb5900-fd70-4bab-bbd4-797a8e514b06	0.016947507858276367
b6e142cc-8972-4561-99c5-3a7e902c2ab4	0.01635688543319702
1285db10-3cd3-466d-8347-df86c4749be0	0.01615220308303833
20284655-d87e-4a6b-98ba-605848670009	0.012894034385681152
7bb9a5ca-7666-4bd8-957f-3ed7b2356a01	0.005816042423248291
812e0336-7233-4286-908e-fd00e35724f5	0.007156848907470703
ca3bd9f0-81cb-457f-bd90-ac9c517f5ed2	0.0028511881828308105
c70b3798-33fc-4fb9-9c8b-375d9c673aec	0.040524065494537354
7207aea3-d653-444d-aae4-f89c8848638e	0.006996333599090576
b57a4603-a5f8-4110-8cc1-1077fa2bb8a8	0.0024746060371398926
1c0eeeaf-5114-4bdc-bd56-30f811959851	0.003551959991455078
b5002937-d621-44d4-b19d-97cc5389970e	0.005478978157043457
500c4c40-1b95-4c2b-8119-a7e55eec3d21	0.01160365343093872
49786ccb-6d5c-42ae-a8b2-8b8ba4882799	0.0034952163696289062
2b2697ca-def2-484f-aa23-57491f6d8b49	0.004012167453765869
3a0672d4-6b72-441d-a1c1-f9f66ce5cc9c	0.005827009677886963
27062b3a-da4f-4e04-ba06-a9b2c9e37b5c	0.0046732425689697266
885f56f8-bf64-447c-a616-58093d75a054	0.007620453834533691
17f9dfd0-2fb3-44f1-9cfa-fe3c3634e720	0.016265034675598145
48683479-a008-44b0-9d64-63afdde773f8	0.002999246120452881
a77be433-36e6-4f94-9d08-29f45ded4b8d	0.0033913850784301758
d7faa990-bfb2-4a69-9053-d3af71ddfa9d	0.007016181945800781
121ac056-5b9e-469e-8df3-b8a01b338032	0.02600151300430298
34442dae-e060-4119-9e7b-f259e5b0bbf1	0.005402207374572754
e6cf7f4e-f159-4051-ba78-504d3d488014	0.0037656426429748535
8579337a-b65c-4114-a0a8-58e17058ee84	0.015341520309448242
1176e762-b9fd-4b05-974b-9f579bac5ae0	0.028963804244995117
e1ff79a5-765b-4f89-b881-5d7c04f87d90	0.007156848907470703
ccceb3f7-5a57-4e67-973a-89269a1f9651	0.009167850017547607
8a357c9a-3af4-4a7b-9d89-f8b8912e2991	0.003274083137512207
26c19d91-d550-40ff-a8ca-3242d4158b0e	0.20544546842575073
f110881b-c2e7-4f81-bc0c-82f554c2e853	0.0034841299057006836
21225ae3-1567-43cb-8300-ca2460fbb186	0.005308330059051514
83431b25-4600-4682-9fb8-0f761202db5b	0.0034813880920410156
819d449a-7698-47c1-9967-4c25c61f2cca	0.015341520309448242
8d2b6fb2-fa3c-4c84-bc4c-0b85dcd2d411	0.002530336380004883
42f70e9d-8bde-4118-9a68-a0e0998883b2	0.009540081024169922
d6732aa8-3d21-4e34-bd1a-43019cae97ba	0.003803730010986328
2a1b35d6-3b64-424a-be8d-4c76269d9804	0.002083003520965576
d0fc43a8-74fa-4407-90f2-830c7fb447a6	0.012768149375915527
425102f5-94ec-4f00-9286-b14810623be3	0.007446944713592529
b86e0dba-234c-40d0-81c1-87f27e6c9459	0.0027442574501037598
dacf8acd-1926-447a-8efe-ae08b3df8e02	0.06375771760940552
39ee7eea-a6b8-430f-878e-6f4dbeca94ab	0.04318690299987793
40d22a7d-7859-4af0-a674-d2bc5d23df98	0.01825505495071411
df956400-3b81-41c1-bb3a-af50751bd0b1	0.0034813880920410156
3a974665-dc0a-4322-a7df-13a8f2fcaedd	0.006312668323516846
9e2568b4-7b5c-46da-bfaa-a500af83e93d	0.011613786220550537
c8722cb4-1c83-46fd-9619-32dbbcc940db	0.0070555806159973145
85ecaa5e-1729-4200-89e2-0da2fafc1a6b	0.005396068096160889
627007a1-172f-40f6-8c1d-5edc9950b262	0.01074892282485962
3387eca7-0eb8-49bd-a4a1-fc148cca0e4b	0.005442142486572266
5fb45e7a-132c-4e7c-93c5-801d672dd799	0.011031806468963623
7ea5f328-740e-420e-ae52-14489ad93816	0.006301820278167725
ab3aeeeb-90f6-40b9-85e4-ba91db4ce972	0.005772233009338379
302d4a7b-f4dd-4c6a-ad7a-c63f044fb447	0.008545398712158203
3e1f5c3a-6907-4b6a-ad40-a216e04428ac	0.004029214382171631
78154eb0-e5c5-4c4d-88bb-24747acb5cd0	0.007993161678314209
34e2aa70-d65b-4e0f-9769-d9dc4abdb380	0.0073397159576416016
df6ab0ca-3955-4874-96e8-82e089ae25d6	0.008826673030853271
6d3dd785-697c-45b6-9738-b33c1e29d9ce	0.01185905933380127
1e551ca4-a2b9-4dad-a738-6acfe15ce331	0.010410010814666748
a03a386a-2f4e-4a51-83c2-8c8aee15f7b7	0.006709575653076172
04de0d10-68de-4d1d-972c-848933241241	0.007619321346282959
d7cb07f3-2463-4c05-8e46-dac5ee304164	0.012135565280914307
23aff079-8c01-4b3c-b8ff-bf0e283ce2b8	0.004584908485412598
1b02761e-c53d-47bb-beee-772e57f785ff	0.0017926692962646484
53993502-ad03-45a8-ba0a-6b2eaeea6975	0.0010486841201782227
a12e32bf-d898-44df-944b-e44585d0a80f	0.003481149673461914
ba72ad13-5ad8-40f4-a83c-4c3743c7fade	0.0012909173965454102
0c47fdd4-5b85-4ef1-95e9-602037bf7cc4	0.00690227746963501
973ee0d0-5935-4013-932e-02747ab1d282	0.0014374852180480957
453e597e-cb53-4fc9-86a7-d9e73b68de1d	0.003728032112121582
63cdefc6-15cf-46a5-9248-82b0cf20cda0	0.017595887184143066
365f4731-6ad9-4b54-aed7-c1159eda2b2c	0.003917574882507324
bc797c39-3bb2-4c15-ba7e-499ea9a4328e	0.001413106918334961
695ec0a4-a1b2-4ad2-91e0-989e60d53f41	0.0039481520652771
0e283e68-7639-41af-8183-7e1d40c04d72	0.0032431483268737793
a0a0d7c2-5cc2-408f-bd2d-1ee64912d09b	0.020220696926116943
f2aff400-d1c4-4d60-a53d-f8b82c4324fd	0.013491630554199219
558b77a5-c99d-42e9-9479-47b33bf60b58	0.10100966691970825
45abc458-35d8-4249-a174-e22d1e8c1475	0.0010355710983276367
32e91b7c-d092-455c-936e-1e927a02085d	0.0015819072723388672
4aa7cd4e-430a-476d-9903-8180f2a0ed7b	0.0012961626052856445
8c972d54-b934-401a-afed-4695b9d61f95	0.001061856746673584
ba2abaeb-6c98-4578-a349-d2c25f6b5983	0.001163780689239502
5c615aac-2089-4755-85cc-e43cd6d25f3f	0.004923641681671143
ac4bafc4-2721-4643-9f88-c6fe1bd4290b	0.048730432987213135
8558a896-91dd-49a4-8fd7-92e868aebd05	0.003996551036834717
10d4b2e8-e60b-43b0-a91a-195bf8a53cb0	0.03227710723876953
3597e7dc-0ff2-4199-868d-24d0af5f9ccd	0.0029044151306152344
96a39c21-3114-4a14-9159-f800d423dc72	0.19789999723434448
9a4f9ffd-5e07-4722-8b3a-635f774d8fd6	0.0039481520652771
07fff755-2f28-4bcd-b50c-496ff92e52d3	0.0034941434860229492
c0f0ecb3-7c1b-483a-871a-9153da42f8cb	0.00365525484085083
c6dba2bf-a489-4091-9ab6-0d39d3f91c48	0.0036037564277648926
98eee4d9-e876-4679-bdbb-aa3df11765df	0.0010773539543151855
11560cd1-abad-43f9-8875-b58fb0aa6cd4	0.0008797049522399902
f6756eca-b063-4a52-bce2-c73759a8e5cb	0.46915358304977417
bcb428a0-954a-4e57-b4a0-1a3841652509	0.0011826157569885254
e64aa8a2-f5e5-4a3a-980a-eb2e3ec98c42	0.0012952089309692383
